Species,IslandGroup,DemClass,Month,MonthLength,Device,Age,BreedStage,IdealDist,NumDays,HalfOnNest,RepAge,RepBreedStage,value
Antipodean Albatross,Auckland Islands,gamma,12,31,GPSorPTTorGLS,adult,non-breeding,NB_Q4,12,FALSE,adult,non-breeding_Q4,6666.282
Antipodean Albatross,Auckland Islands,gamma,12,31,GPSorPTT,adult,pre-laying,PRE-L,19,TRUE,adult,pre-egg,6666.282
Antipodean Albatross,Auckland Islands,theta,1,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q1,18401.37722
Antipodean Albatross,Auckland Islands,theta,2,28,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,28,FALSE,adult,non-breeding_Q1,18401.37722
Antipodean Albatross,Auckland Islands,theta,3,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q1,18401.37722
Antipodean Albatross,Auckland Islands,theta,4,30,GPSorPTTorGLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q2,18401.37722
Antipodean Albatross,Auckland Islands,theta,5,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q2,18401.37722
Antipodean Albatross,Auckland Islands,theta,6,30,GPSorPTTorGLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q2,18401.37722
Antipodean Albatross,Auckland Islands,theta,7,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q3,18401.37722
Antipodean Albatross,Auckland Islands,theta,8,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q3,18401.37722
Antipodean Albatross,Auckland Islands,theta,9,30,GPSorPTTorGLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q3,18401.37722
Antipodean Albatross,Auckland Islands,theta,10,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q4,18401.37722
Antipodean Albatross,Auckland Islands,theta,11,30,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,30,FALSE,adult,non-breeding_Q4,18401.37722
Antipodean Albatross,Auckland Islands,theta,12,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q4,18401.37722
Antipodean Albatross,Auckland Islands,zeta,1,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,2634.879833
Antipodean Albatross,Auckland Islands,zeta,2,28,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,28,FALSE,adult,non-breeding_Q2_Q3,2634.879833
Antipodean Albatross,Auckland Islands,zeta,3,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,2634.879833
Antipodean Albatross,Auckland Islands,zeta,4,30,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,2634.879833
Antipodean Albatross,Auckland Islands,zeta,5,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,2634.879833
Antipodean Albatross,Auckland Islands,zeta,6,30,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,2634.879833
Antipodean Albatross,Auckland Islands,zeta,7,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,2634.879833
Antipodean Albatross,Auckland Islands,zeta,8,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,2634.879833
Antipodean Albatross,Auckland Islands,zeta,9,30,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,2634.879833
Antipodean Albatross,Auckland Islands,zeta,10,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,2634.879833
Antipodean Albatross,Auckland Islands,zeta,11,30,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,30,FALSE,adult,non-breeding_Q2_Q3,2634.879833
Antipodean Albatross,Auckland Islands,zeta,12,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,2634.879833
Atlantic Yellow-nosed Albatross,Gough,beta,1,31,GLS,adult,post-brood,PB,31,FALSE,adult,post-guard,6678
Atlantic Yellow-nosed Albatross,Gough,beta,2,28,GLS,adult,post-brood,PB,28,FALSE,adult,post-guard,6678
Atlantic Yellow-nosed Albatross,Gough,beta,3,31,GLS,adult,post-brood,PB,31,FALSE,adult,post-guard,6678
Atlantic Yellow-nosed Albatross,Gough,beta,4,30,GLS,adult,post-brood,PB,9,FALSE,adult,post-guard,6678
Atlantic Yellow-nosed Albatross,Gough,beta,4,30,GLS,adult,non-breeding,NB_Q2,21,FALSE,adult,non-breeding_Q2,6678
Atlantic Yellow-nosed Albatross,Gough,beta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,6678
Atlantic Yellow-nosed Albatross,Gough,beta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,6678
Atlantic Yellow-nosed Albatross,Gough,beta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,6678
Atlantic Yellow-nosed Albatross,Gough,beta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,6678
Atlantic Yellow-nosed Albatross,Gough,beta,9,30,GLS,adult,pre-laying,PRE-L,24,TRUE,adult,pre-egg,6678
Atlantic Yellow-nosed Albatross,Gough,beta,9,30,GPSorPTT,adult,incubation,INC,6,TRUE,adult,incubation,6678
Atlantic Yellow-nosed Albatross,Gough,beta,10,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,incubation,6678
Atlantic Yellow-nosed Albatross,Gough,beta,11,30,GPSorPTT,adult,incubation,INC,30,TRUE,adult,incubation,6678
Atlantic Yellow-nosed Albatross,Gough,beta,12,31,GPSorPTT,adult,brood-guard,BR,20,TRUE,adult,brood-guard,6678
Atlantic Yellow-nosed Albatross,Gough,beta,12,31,GLS,adult,post-brood,PB,11,FALSE,adult,post-guard,6678
Atlantic Yellow-nosed Albatross,Gough,delta,1,31,GPSorPTTorGLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,5583.206107
Atlantic Yellow-nosed Albatross,Gough,delta,2,28,GPSorPTTorGLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,5583.206107
Atlantic Yellow-nosed Albatross,Gough,delta,3,31,GPSorPTTorGLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,5583.206107
Atlantic Yellow-nosed Albatross,Gough,delta,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,5583.206107
Atlantic Yellow-nosed Albatross,Gough,delta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,5583.206107
Atlantic Yellow-nosed Albatross,Gough,delta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,5583.206107
Atlantic Yellow-nosed Albatross,Gough,delta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,5583.206107
Atlantic Yellow-nosed Albatross,Gough,delta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,5583.206107
Atlantic Yellow-nosed Albatross,Gough,delta,9,30,GLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,5583.206107
Atlantic Yellow-nosed Albatross,Gough,delta,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,5583.206107
Atlantic Yellow-nosed Albatross,Gough,delta,11,30,GLS,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,5583.206107
Atlantic Yellow-nosed Albatross,Gough,delta,12,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,5583.206107
Atlantic Yellow-nosed Albatross,Gough,gamma,1,31,GPSorPTTorGLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,3922
Atlantic Yellow-nosed Albatross,Gough,gamma,2,28,GPSorPTTorGLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,3922
Atlantic Yellow-nosed Albatross,Gough,gamma,3,31,GPSorPTTorGLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,3922
Atlantic Yellow-nosed Albatross,Gough,gamma,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,3922
Atlantic Yellow-nosed Albatross,Gough,gamma,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,3922
Atlantic Yellow-nosed Albatross,Gough,gamma,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,3922
Atlantic Yellow-nosed Albatross,Gough,gamma,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,3922
Atlantic Yellow-nosed Albatross,Gough,gamma,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,3922
Atlantic Yellow-nosed Albatross,Gough,gamma,9,30,GLS,adult,pre-laying,PRE-L,24,TRUE,adult,pre-egg,3922
Atlantic Yellow-nosed Albatross,Gough,gamma,9,30,GPSorPTT,adult,incubation,INC,6,TRUE,adult,incubation,3922
Atlantic Yellow-nosed Albatross,Gough,gamma,10,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,incubation,3922
Atlantic Yellow-nosed Albatross,Gough,gamma,11,30,GPSorPTT,adult,incubation,INC,30,TRUE,adult,incubation,3922
Atlantic Yellow-nosed Albatross,Gough,gamma,12,31,GPSorPTT,adult,brood-guard,BR,20,TRUE,adult,brood-guard,3922
Atlantic Yellow-nosed Albatross,Gough,gamma,12,31,GLS,adult,post-brood,PB,11,FALSE,adult,post-guard,3922
Atlantic Yellow-nosed Albatross,Gough,theta,1,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q1,14738.233
Atlantic Yellow-nosed Albatross,Gough,theta,2,28,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,28,FALSE,adult,non-breeding_Q1,14738.233
Atlantic Yellow-nosed Albatross,Gough,theta,3,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q1,14738.233
Atlantic Yellow-nosed Albatross,Gough,theta,4,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q2,14738.233
Atlantic Yellow-nosed Albatross,Gough,theta,5,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q2,14738.233
Atlantic Yellow-nosed Albatross,Gough,theta,6,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q2,14738.233
Atlantic Yellow-nosed Albatross,Gough,theta,7,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q3,14738.233
Atlantic Yellow-nosed Albatross,Gough,theta,8,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q3,14738.233
Atlantic Yellow-nosed Albatross,Gough,theta,9,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q3,14738.233
Atlantic Yellow-nosed Albatross,Gough,theta,10,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q4,14738.233
Atlantic Yellow-nosed Albatross,Gough,theta,11,30,GLS,immature,non-breeding,IMM_Q4_Q1,30,FALSE,adult,non-breeding_Q4,14738.233
Atlantic Yellow-nosed Albatross,Gough,theta,12,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q4,14738.233
Atlantic Yellow-nosed Albatross,Gough,zeta,1,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,3432.486291
Atlantic Yellow-nosed Albatross,Gough,zeta,2,28,GLS,juvenile,non-breeding,JUV_Q4_Q1,28,FALSE,adult,non-breeding_Q2_Q3,3432.486291
Atlantic Yellow-nosed Albatross,Gough,zeta,3,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,3432.486291
Atlantic Yellow-nosed Albatross,Gough,zeta,4,30,GLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,3432.486291
Atlantic Yellow-nosed Albatross,Gough,zeta,5,31,GLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,3432.486291
Atlantic Yellow-nosed Albatross,Gough,zeta,6,30,GLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,3432.486291
Atlantic Yellow-nosed Albatross,Gough,zeta,7,31,GLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,3432.486291
Atlantic Yellow-nosed Albatross,Gough,zeta,8,31,GLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,3432.486291
Atlantic Yellow-nosed Albatross,Gough,zeta,9,30,GLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,3432.486291
Atlantic Yellow-nosed Albatross,Gough,zeta,10,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,3432.486291
Atlantic Yellow-nosed Albatross,Gough,zeta,11,30,GLS,juvenile,non-breeding,JUV_Q4_Q1,30,FALSE,adult,non-breeding_Q2_Q3,3432.486291
Atlantic Yellow-nosed Albatross,Gough,zeta,12,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,3432.486291
Black-browed Albatross,Falkland Islands,beta,1,31,GPSorPTT,adult,brood-guard,BR,5,TRUE,adult,brood-guard,495275.84
Black-browed Albatross,Falkland Islands,beta,1,31,GPSorPTTorGLS,adult,post-brood,PB,26,FALSE,adult,post-guard_breeding,495275.84
Black-browed Albatross,Falkland Islands,beta,2,28,GPSorPTTorGLS,adult,post-brood,PB,28,FALSE,adult,post-guard_breeding,495275.84
Black-browed Albatross,Falkland Islands,beta,3,31,GPSorPTTorGLS,adult,post-brood,PB,31,FALSE,adult,post-guard_breeding,495275.84
Black-browed Albatross,Falkland Islands,beta,4,30,GPSorPTTorGLS,adult,post-brood,PB,9,FALSE,adult,post-guard_breeding,495275.84
Black-browed Albatross,Falkland Islands,beta,4,30,GLS,adult,non-breeding,NB_Q2,21,FALSE,adult,non-breeding_Q2,495275.84
Black-browed Albatross,Falkland Islands,beta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,495275.84
Black-browed Albatross,Falkland Islands,beta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,495275.84
Black-browed Albatross,Falkland Islands,beta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,495275.84
Black-browed Albatross,Falkland Islands,beta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,495275.84
Black-browed Albatross,Falkland Islands,beta,9,30,GLS,adult,non-breeding,NB_Q3,17,FALSE,adult,non-breeding_Q3,495275.84
Black-browed Albatross,Falkland Islands,beta,9,30,GLS,adult,pre-laying,PRE-L,13,TRUE,adult,pre-egg,495275.84
Black-browed Albatross,Falkland Islands,beta,10,31,GLS,adult,pre-laying,PRE-L,9,TRUE,adult,pre-egg,495275.84
Black-browed Albatross,Falkland Islands,beta,10,31,GPSorPTTorGLS,adult,incubation,INC,22,TRUE,adult,incubation,495275.84
Black-browed Albatross,Falkland Islands,beta,11,30,GPSorPTTorGLS,adult,incubation,INC,30,TRUE,adult,incubation,495275.84
Black-browed Albatross,Falkland Islands,beta,12,31,GPSorPTTorGLS,adult,incubation,INC,16,TRUE,adult,incubation,495275.84
Black-browed Albatross,Falkland Islands,beta,12,31,GPSorPTT,adult,brood-guard,BR,15,TRUE,adult,brood-guard,495275.84
Black-browed Albatross,Falkland Islands,delta,1,31,GPSorPTTorGLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,216202.3075
Black-browed Albatross,Falkland Islands,delta,2,28,GPSorPTTorGLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,216202.3075
Black-browed Albatross,Falkland Islands,delta,3,31,GPSorPTTorGLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,216202.3075
Black-browed Albatross,Falkland Islands,delta,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,216202.3075
Black-browed Albatross,Falkland Islands,delta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,216202.3075
Black-browed Albatross,Falkland Islands,delta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,216202.3075
Black-browed Albatross,Falkland Islands,delta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,216202.3075
Black-browed Albatross,Falkland Islands,delta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,216202.3075
Black-browed Albatross,Falkland Islands,delta,9,30,GLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,216202.3075
Black-browed Albatross,Falkland Islands,delta,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,216202.3075
Black-browed Albatross,Falkland Islands,delta,11,30,GLS,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,216202.3075
Black-browed Albatross,Falkland Islands,delta,12,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,216202.3075
Black-browed Albatross,Falkland Islands,gamma,1,31,GPSorPTT,adult,brood-guard,BR,5,TRUE,adult,brood-guard,303556.16
Black-browed Albatross,Falkland Islands,gamma,1,31,GPSorPTTorGLS,adult,post-brood,PB,3,FALSE,adult,post-guard_breeding,303556.16
Black-browed Albatross,Falkland Islands,gamma,1,31,GPSorPTTorGLS,adult,non-breeding,NB_Q1,23,FALSE,adult,non-breeding_Q1,303556.16
Black-browed Albatross,Falkland Islands,gamma,2,28,GPSorPTTorGLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,303556.16
Black-browed Albatross,Falkland Islands,gamma,3,31,GPSorPTTorGLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,303556.16
Black-browed Albatross,Falkland Islands,gamma,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,303556.16
Black-browed Albatross,Falkland Islands,gamma,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,303556.16
Black-browed Albatross,Falkland Islands,gamma,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,303556.16
Black-browed Albatross,Falkland Islands,gamma,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,303556.16
Black-browed Albatross,Falkland Islands,gamma,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,303556.16
Black-browed Albatross,Falkland Islands,gamma,9,30,GLS,adult,non-breeding,NB_Q3,17,FALSE,adult,non-breeding_Q3,303556.16
Black-browed Albatross,Falkland Islands,gamma,9,30,GLS,adult,pre-laying,PRE-L,13,TRUE,adult,pre-egg,303556.16
Black-browed Albatross,Falkland Islands,gamma,10,31,GLS,adult,pre-laying,PRE-L,9,TRUE,adult,pre-egg,303556.16
Black-browed Albatross,Falkland Islands,gamma,10,31,GPSorPTTorGLS,adult,incubation,INC,22,TRUE,adult,incubation,303556.16
Black-browed Albatross,Falkland Islands,gamma,11,30,GPSorPTTorGLS,adult,incubation,INC,30,TRUE,adult,incubation,303556.16
Black-browed Albatross,Falkland Islands,gamma,12,31,GPSorPTTorGLS,adult,incubation,INC,16,TRUE,adult,incubation,303556.16
Black-browed Albatross,Falkland Islands,gamma,12,31,GPSorPTT,adult,brood-guard,BR,15,TRUE,adult,brood-guard,303556.16
Black-browed Albatross,Falkland Islands,theta,1,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,848992.4335
Black-browed Albatross,Falkland Islands,theta,2,28,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,28,FALSE,immature,non-breeding_Q4_Q1,848992.4335
Black-browed Albatross,Falkland Islands,theta,3,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,848992.4335
Black-browed Albatross,Falkland Islands,theta,4,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,immature,non-breeding_Q2_Q3,848992.4335
Black-browed Albatross,Falkland Islands,theta,5,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,immature,non-breeding_Q2_Q3,848992.4335
Black-browed Albatross,Falkland Islands,theta,6,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,immature,non-breeding_Q2_Q3,848992.4335
Black-browed Albatross,Falkland Islands,theta,7,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,immature,non-breeding_Q2_Q3,848992.4335
Black-browed Albatross,Falkland Islands,theta,8,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,immature,non-breeding_Q2_Q3,848992.4335
Black-browed Albatross,Falkland Islands,theta,9,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,immature,non-breeding_Q2_Q3,848992.4335
Black-browed Albatross,Falkland Islands,theta,10,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,848992.4335
Black-browed Albatross,Falkland Islands,theta,11,30,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,30,FALSE,immature,non-breeding_Q4_Q1,848992.4335
Black-browed Albatross,Falkland Islands,theta,12,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,immature,non-breeding_Q4_Q1,848992.4335
Black-browed Albatross,Falkland Islands,zeta,1,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,243199.3809
Black-browed Albatross,Falkland Islands,zeta,2,28,GLS,juvenile,non-breeding,JUV_Q4_Q1,28,FALSE,adult,non-breeding_Q2_Q3,243199.3809
Black-browed Albatross,Falkland Islands,zeta,3,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,243199.3809
Black-browed Albatross,Falkland Islands,zeta,4,30,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile_immature,non-breeding_Q2_Q3,243199.3809
Black-browed Albatross,Falkland Islands,zeta,5,31,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile_immature,non-breeding_Q2_Q3,243199.3809
Black-browed Albatross,Falkland Islands,zeta,6,30,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile_immature,non-breeding_Q2_Q3,243199.3809
Black-browed Albatross,Falkland Islands,zeta,7,31,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile_immature,non-breeding_Q2_Q3,243199.3809
Black-browed Albatross,Falkland Islands,zeta,8,31,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile_immature,non-breeding_Q2_Q3,243199.3809
Black-browed Albatross,Falkland Islands,zeta,9,30,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile_immature,non-breeding_Q2_Q3,243199.3809
Black-browed Albatross,Falkland Islands,zeta,10,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,243199.3809
Black-browed Albatross,Falkland Islands,zeta,11,30,GLS,juvenile,non-breeding,JUV_Q4_Q1,30,FALSE,adult,non-breeding_Q2_Q3,243199.3809
Black-browed Albatross,Falkland Islands,zeta,12,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,243199.3809
Black-browed Albatross,Islas Diego Ramirez,beta,1,31,GPSorPTT,adult,brood-guard,BR,5,TRUE,adult,brood-guard,82500
Black-browed Albatross,Islas Diego Ramirez,beta,1,31,GPSorPTT,adult,post-brood,PB,26,FALSE,adult,post-guard,82500
Black-browed Albatross,Islas Diego Ramirez,beta,2,28,GPSorPTT,adult,post-brood,PB,28,FALSE,adult,post-guard,82500
Black-browed Albatross,Islas Diego Ramirez,beta,3,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,82500
Black-browed Albatross,Islas Diego Ramirez,beta,4,30,GPSorPTT,adult,post-brood,PB,9,FALSE,adult,post-guard,82500
Black-browed Albatross,Islas Diego Ramirez,beta,4,30,GLS,adult,non-breeding,NB_Q2,21,FALSE,adult,non-breeding_Q2,82500
Black-browed Albatross,Islas Diego Ramirez,beta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,82500
Black-browed Albatross,Islas Diego Ramirez,beta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,82500
Black-browed Albatross,Islas Diego Ramirez,beta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,82500
Black-browed Albatross,Islas Diego Ramirez,beta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,82500
Black-browed Albatross,Islas Diego Ramirez,beta,9,30,GLS,adult,non-breeding,NB_Q3,17,FALSE,adult,non-breeding_Q3,82500
Black-browed Albatross,Islas Diego Ramirez,beta,9,30,GPSorPTT,adult,pre-laying,PRE-L,13,TRUE,adult,incubation,82500
Black-browed Albatross,Islas Diego Ramirez,beta,10,31,GPSorPTT,adult,pre-laying,PRE-L,9,TRUE,adult,incubation,82500
Black-browed Albatross,Islas Diego Ramirez,beta,10,31,GPSorPTT,adult,incubation,INC,22,TRUE,adult,incubation,82500
Black-browed Albatross,Islas Diego Ramirez,beta,11,30,GPSorPTT,adult,incubation,INC,30,TRUE,adult,incubation,82500
